Company,Job_title,Location,Salary,Links
Degold (Jayakarta prima makmur),Sales Supervisor,Jakarta Barat,"IDR 5,000,000 - IDR 7,000,000",https://www.jobstreet.co.id/id/job/sales-supervisor-4517349?jobId=jobstreet-id-job-4517349&sectionRank=1554&token=0~5e3009b4-0c2b-4505-85fd-88b25abb3cb1&fr=SRP%20Job%20Listing
PT Daya Karsa Abadi,Staff K3,Jakarta Pusat,"IDR 5,000,000 - IDR 7,000,000",https://www.jobstreet.co.id/id/job/staff-k3-4518019?jobId=jobstreet-id-job-4518019&sectionRank=295&token=0~85ea0121-5607-4751-b85f-ae8600cd99cc&fr=SRP%20Job%20Listing
Archiola,Accounting,Bali,"IDR 3,500,000 - IDR 5,000,000",https://www.jobstreet.co.id/id/job/accounting-4519084?jobId=jobstreet-id-job-4519084&sectionRank=446&token=0~ef7a49e1-9c88-4ea8-8c60-e1803c396a7e&fr=SRP%20Job%20Listing
PT BCA Finance,Field Account Consultant - BCA Finance Bengkulu,Bengkulu,"IDR 3,100,000 - IDR 3,500,000",https://www.jobstreet.co.id/id/job/field-account-consultant-bca-finance-bengkulu-4516270?jobId=jobstreet-id-job-4516270&sectionRank=1731&token=0~63393472-20fd-44ae-8fab-a1c860801c2d&fr=SRP%20Job%20Listing
PT Mitra Informatika,Electronics Engineer,Surabaya,"IDR 4,300,000 - IDR 6,020,000",https://www.jobstreet.co.id/id/job/electronics-engineer-4517806?jobId=jobstreet-id-job-4517806&sectionRank=117&token=0~c50536a6-5a50-42d5-b949-ab10e5e60cbd&fr=SRP%20Job%20Listing
Deliveree (PT Angkut Teknologi Indonesia),Supply Chain Associate,Jakarta Raya,"IDR 6,000,000 - IDR 9,000,000",https://www.jobstreet.co.id/id/job/supply-chain-associate-4516317?jobId=jobstreet-id-job-4516317&sectionRank=1465&token=0~ecd9326f-da85-4220-8631-5722f9546dfa&fr=SRP%20Job%20Listing
PT ZuttoRide Indonesia,Finance Staff,Jakarta Selatan,"IDR 4,950,000 - IDR 6,930,000",https://www.jobstreet.co.id/id/job/finance-staff-4513327?jobId=jobstreet-id-job-4513327&sectionRank=204&token=0~049678d9-f67a-42fa-825c-0dd3c9070d3e&fr=SRP%20Job%20Listing
PT BANDAR BOGA NUSANTARA,Procurement Staff,Jakarta Selatan,"IDR 5,000,000 - IDR 6,000,000",https://www.jobstreet.co.id/id/job/procurement-staff-4516376?jobId=jobstreet-id-job-4516376&sectionRank=987&token=0~eac63e12-d402-4063-b1fd-a9d1a5c15d57&fr=SRP%20Job%20Listing
LINTAS BANGUN NUSANTARA,Admin Inventory Stock,Jakarta Barat,"IDR 3,000,000 - IDR 6,000,000",https://www.jobstreet.co.id/id/job/admin-inventory-stock-4518991?jobId=jobstreet-id-job-4518991&sectionRank=296&token=0~85ea0121-5607-4751-b85f-ae8600cd99cc&fr=SRP%20Job%20Listing
PT Rasa Raya Nawasena,RESTAURANT MANAGER,Bogor,"IDR 7,000,000 - IDR 9,800,000",https://www.jobstreet.co.id/id/job/restaurant-manager-4518855?jobId=jobstreet-id-job-4518855&sectionRank=1078&token=0~b12aad0d-ce7f-4b2e-925a-fc38787a2ad5&fr=SRP%20Job%20Listing
PT Mitra Kerja Utama,Teknisi Jaringan BANTEN,Banten,"IDR 4,400,000 - IDR 4,900,000",https://www.jobstreet.co.id/id/job/teknisi-jaringan-banten-4517719?jobId=jobstreet-id-job-4517719&sectionRank=1167&token=0~03af6f7a-bc29-4bc0-a38a-a085effd5373&fr=SRP%20Job%20Listing
PT. Olive Sukses Mandiri,KOL Specialist,Tangerang,"IDR 5,000,000 - IDR 7,000,000",https://www.jobstreet.co.id/id/job/kol-specialist-4516496?jobId=jobstreet-id-job-4516496&sectionRank=145&token=0~958bc18d-13dc-4bd8-a7c4-bbbdacfd70ce&fr=SRP%20Job%20Listing
PT. Gama Agro Sejati,SUPERVISOR SALES MOTORIS,Semarang,"IDR 5,000,000 - IDR 6,500,000",https://www.jobstreet.co.id/id/job/supervisor-sales-motoris-4517261?jobId=jobstreet-id-job-4517261&sectionRank=837&token=0~259df4d8-811e-497c-8d13-e71571f60fea&fr=SRP%20Job%20Listing
PT. Vitality Development Group,FINANCIAL MANAGER / CONTROLLER,Badung,"IDR 12,000,000 - IDR 15,000,000",https://www.jobstreet.co.id/id/job/financial-manager-controller-4517704?jobId=jobstreet-id-job-4517704&sectionRank=1708&token=0~163eaba1-3577-4cbf-a0c7-9bad499815c9&fr=SRP%20Job%20Listing
PT RAPIK KARYA MANDIRI,Sekretaris Direktur,Jawa Barat,"IDR 5,000,000 - IDR 10,000,000",https://www.jobstreet.co.id/id/job/sekretaris-direktur-4518202?jobId=jobstreet-id-job-4518202&sectionRank=447&token=0~ef7a49e1-9c88-4ea8-8c60-e1803c396a7e&fr=SRP%20Job%20Listing
PT Romindo Primavetcom,Sales Representative,Jakarta Raya,"IDR 4,902,000 - IDR 6,862,800",https://www.jobstreet.co.id/id/job/sales-representative-4518581?jobId=jobstreet-id-job-4518581&sectionRank=1168&token=0~03af6f7a-bc29-4bc0-a38a-a085effd5373&fr=SRP%20Job%20Listing
Perusahaan Dirahasiakan,Service Engineer,Jakarta Raya,"IDR 5,000,000 - IDR 8,000,000",https://www.jobstreet.co.id/id/job/service-engineer-11106396/origin/sg?jobId=jobstreet-sg-job-11106396&sectionRank=1406&token=0~969a56c5-bc12-41aa-822a-6203e6a5bc90&fr=SRP%20Job%20Listing
CV. SINAR NIAGA ELEKTRIK,Manager Finance,Medan,"IDR 7,000,000 - IDR 9,000,000",https://www.jobstreet.co.id/id/job/manager-finance-4515454?jobId=jobstreet-id-job-4515454&sectionRank=1225&token=0~6c00a9e9-67aa-49a6-b7b3-50951106fb24&fr=SRP%20Job%20Listing
Pawai Bakery,Graphic Designer,Jakarta Barat,"IDR 5,000,000 - IDR 7,000,000",https://www.jobstreet.co.id/id/job/graphic-designer-4516814?jobId=jobstreet-id-job-4516814&sectionRank=1374&token=0~56b1ee54-4da6-4925-a572-12dcbfb9dd6c&fr=SRP%20Job%20Listing
PT Weltes Energi Nusantara,QC Inspector,Gresik,"IDR 4,500,000 - IDR 9,000,000",https://www.jobstreet.co.id/id/job/qc-inspector-4518073?jobId=jobstreet-id-job-4518073&sectionRank=533&token=0~dd516bf6-5332-4c7b-9a8a-48ed50ccaa8c&fr=SRP%20Job%20Listing
PT Idola Cahaya Semesta,Business Research & Analyst Junior Staff,Bekasi,"IDR 5,000,000 - IDR 5,300,000",https://www.jobstreet.co.id/id/job/business-research-analyst-junior-staff-4516701?jobId=jobstreet-id-job-4516701&sectionRank=718&token=0~9abdf574-e804-454c-acd0-3191ba3bbbbb&fr=SRP%20Job%20Listing
PT AXA Mandiri Financial Services,Financial Advisor Special Hire - Sumatera Selatan,Palembang,"IDR 2,500,000 - IDR 5,000,000",https://www.jobstreet.co.id/id/job/financial-advisor-special-hire-sumatera-selatan-4515442?jobId=jobstreet-id-job-4515442&sectionRank=562&token=0~34ba7601-569b-43b3-a8ca-6dbf5ca09d7e&fr=SRP%20Job%20Listing
PT Molindo Raya Industrial,GM Operasional (Transportation Business),Malang,"IDR 25,000,000 - IDR 35,000,000",https://www.jobstreet.co.id/id/job/gm-operasional-transportation-business-4516842?jobId=jobstreet-id-job-4516842&sectionRank=1253&token=0~b21ab8e8-4690-41a6-ab61-928f58cdf4d1&fr=SRP%20Job%20Listing
PT. ANANTA SINERGI SUPLAI,Staff Admin Gudang (Pengiriman & Penerimaan Logistik),Jakarta Raya,"IDR 3,000,000 - IDR 4,200,000",https://www.jobstreet.co.id/id/job/staff-admin-gudang-pengiriman-penerimaan-logistik-4517223?jobId=jobstreet-id-job-4517223&sectionRank=355&token=0~b63339e4-722a-4e5f-a7a1-2963cb6531b9&fr=SRP%20Job%20Listing
PT BPR Kredit Mandiri Indonesia,Unit Head Audit Teknologi Informasi,Tangerang,"IDR 10,000,000 - IDR 14,000,000",https://www.jobstreet.co.id/id/job/unit-head-audit-teknologi-informasi-4517730?jobId=jobstreet-id-job-4517730&sectionRank=1709&token=0~163eaba1-3577-4cbf-a0c7-9bad499815c9&fr=SRP%20Job%20Listing
Perusahaan Dirahasiakan,Site Administrator,Asahan Kisaran,"IDR 10,000,000 - IDR 14,000,000",https://www.jobstreet.co.id/id/job/site-administrator-4515908?jobId=jobstreet-id-job-4515908&sectionRank=1080&token=0~b12aad0d-ce7f-4b2e-925a-fc38787a2ad5&fr=SRP%20Job%20Listing
PT Mettler Toledo Indonesia,Order Management Staff,Bekasi,"IDR 5,000,000 - IDR 5,200,000",https://www.jobstreet.co.id/id/job/order-management-staff-4515564?jobId=jobstreet-id-job-4515564&sectionRank=1169&token=0~03af6f7a-bc29-4bc0-a38a-a085effd5373&fr=SRP%20Job%20Listing
PT Kawashima Engineering Plastic Indonesia,TAX SUPERVISOR,Bekasi,"IDR 7,000,000 - IDR 8,500,000",https://www.jobstreet.co.id/id/job/tax-supervisor-4518326?jobId=jobstreet-id-job-4518326&sectionRank=1226&token=0~6c00a9e9-67aa-49a6-b7b3-50951106fb24&fr=SRP%20Job%20Listing
PT JAC Konsultan Indonesia,Branch Manager Denpasar Bali,Denpasar,"IDR 6,000,000 - IDR 6,500,000",https://www.jobstreet.co.id/id/job/branch-manager-denpasar-bali-4518935?jobId=jobstreet-id-job-4518935&sectionRank=839&token=0~259df4d8-811e-497c-8d13-e71571f60fea&fr=SRP%20Job%20Listing
Kenvue,Utility Technician,Jakarta Raya,"IDR 6,000,000 - IDR 10,000,000",https://www.jobstreet.co.id/id/job/utility-technician-11107549/origin/sg?jobId=jobstreet-sg-job-11107549&sectionRank=719&token=0~9abdf574-e804-454c-acd0-3191ba3bbbbb&fr=SRP%20Job%20Listing
ANUGERAH GROUP,SECRETARY AND PERSONAL ASSISTANT,Semarang,"IDR 5,000,000 - IDR 5,500,000",https://www.jobstreet.co.id/id/job/secretary-and-personal-assistant-4515290?jobId=jobstreet-id-job-4515290&sectionRank=1710&token=0~163eaba1-3577-4cbf-a0c7-9bad499815c9&fr=SRP%20Job%20Listing
Pigcasso,Staff Finance Accounting,Jakarta Raya,"IDR 5,500,000 - IDR 6,000,000",https://www.jobstreet.co.id/id/job/staff-finance-accounting-4518585?jobId=jobstreet-id-job-4518585&sectionRank=27&token=0~c3cc334b-459c-4821-a769-8334fd2ef181&fr=SRP%20Job%20Listing
PT Sumber Kontruksi Jaya,PENGAWAS PROYEK,Balikpapan,"IDR 4,000,000 - IDR 6,000,000",https://www.jobstreet.co.id/id/job/pengawas-proyek-4515576?jobId=jobstreet-id-job-4515576&sectionRank=1227&token=0~6c00a9e9-67aa-49a6-b7b3-50951106fb24&fr=SRP%20Job%20Listing
PT Soli Deo Gratia Logistics,STAFF EXPORT IMPORT,Jakarta Raya,"IDR 5,000,000 - IDR 6,000,000",https://www.jobstreet.co.id/id/job/staff-export-import-4515662?jobId=jobstreet-id-job-4515662&sectionRank=174&token=0~09511eb4-c57d-48c2-8152-d0ef3402ab7a&fr=SRP%20Job%20Listing
PT Ometraco Arya Samanta,Senior Residential Butler,Jakarta Raya,"IDR 8,000,000 - IDR 11,200,000",https://www.jobstreet.co.id/id/job/senior-residential-butler-4518304?jobId=jobstreet-id-job-4518304&sectionRank=1733&token=0~63393472-20fd-44ae-8fab-a1c860801c2d&fr=SRP%20Job%20Listing
PT Putramaya Abadi,Supervisor Digital Marketing & E-commerce,Jakarta Raya,"IDR 7,000,000 - IDR 8,000,000",https://www.jobstreet.co.id/id/job/supervisor-digital-marketing-e-commerce-4518468?jobId=jobstreet-id-job-4518468&sectionRank=89&token=0~85db8393-1492-42e2-bac0-a5a10ccbf14f&fr=SRP%20Job%20Listing
Sungai Indah Kencana Utama,Administration Staff - Medan,Medan,"IDR 4,000,000 - IDR 5,500,000",https://www.jobstreet.co.id/id/job/administration-staff-medan-4517590?jobId=jobstreet-id-job-4517590&sectionRank=266&token=0~317ce3cb-4347-4dc6-bccc-156ac6fb4b5b&fr=SRP%20Job%20Listing
PT. Graha Usada Nusantara,Marketing Lembaga Sertifikasi,Jakarta Selatan,"IDR 5,000,000 - IDR 6,000,000",https://www.jobstreet.co.id/id/job/marketing-lembaga-sertifikasi-4518864?jobId=jobstreet-id-job-4518864&sectionRank=956&token=0~daaef54d-577d-43ba-8c0c-bc3549836958&fr=SRP%20Job%20Listing
PT Qiao Xing Industry,TEKNISI (MEKANIK / LAS),Banten,"IDR 4,000,000 - IDR 5,600,000",https://www.jobstreet.co.id/id/job/teknisi-mekanik-las-4518923?jobId=jobstreet-id-job-4518923&sectionRank=1195&token=0~26a63050-af62-489a-b46c-648cbce49dcd&fr=SRP%20Job%20Listing
PT Peroni Karya Sentra,Staff IT,Mojokerto,"IDR 4,504,790 - IDR 5,500,000",https://www.jobstreet.co.id/id/job/staff-it-4515328?jobId=jobstreet-id-job-4515328&sectionRank=1288&token=0~bbe04e8a-fb8d-403e-b470-4acbedcf16be&fr=SRP%20Job%20Listing
PT Latrade Batam Indonesia,Planner,Batam,"IDR 8,000,000 - IDR 11,200,000",https://www.jobstreet.co.id/id/job/planner-4516930?jobId=jobstreet-id-job-4516930&sectionRank=597&token=0~dfc31a67-8fac-4af6-bf91-034f9be4e42f&fr=SRP%20Job%20Listing
PT Giant Transporter Indonesia,Internal Audit Staff,Jakarta Utara,"IDR 5,000,000 - IDR 8,000,000",https://www.jobstreet.co.id/id/job/internal-audit-staff-4515462?jobId=jobstreet-id-job-4515462&sectionRank=207&token=0~049678d9-f67a-42fa-825c-0dd3c9070d3e&fr=SRP%20Job%20Listing
Teleperformance,Call Center Representative - Tagalog Speaker,Yogyakarta,"IDR 8,000,000 - IDR 11,200,000",https://www.jobstreet.co.id/id/job/call-center-representative-tagalog-speaker-4518858?jobId=jobstreet-id-job-4518858&sectionRank=60&token=0~adbd6dd3-5959-47db-bb19-0260ad7ef617&fr=SRP%20Job%20Listing
PT Asuransi Jiwa Sinarmas MSIG Tbk.,Bancassurance Consultant Sulawesi (Palu),Palu,"IDR 3,600,000 - IDR 5,800,000",https://www.jobstreet.co.id/id/job/bancassurance-consultant-sulawesi-palu-4517630?jobId=jobstreet-id-job-4517630&sectionRank=1317&token=0~a22ac313-8f6f-48d8-9304-5d2499f6bb7f&fr=SRP%20Job%20Listing
PT. Berkat Estu Indonesia,Admin,Jakarta Pusat,"IDR 2,000,000 - IDR 4,000,000",https://www.jobstreet.co.id/id/job/admin-4517490?jobId=jobstreet-id-job-4517490&sectionRank=358&token=0~b63339e4-722a-4e5f-a7a1-2963cb6531b9&fr=SRP%20Job%20Listing
PT Bahana Cipta Internusa,Civil Engineer,Balikpapan,"IDR 9,000,000 - IDR 11,000,000",https://www.jobstreet.co.id/id/job/civil-engineer-4517959?jobId=jobstreet-id-job-4517959&sectionRank=507&token=0~be21975e-a1bb-4259-aedf-42dd5afdca92&fr=SRP%20Job%20Listing
RGF HR Agent Indonesia,Production Manager - Textile - Bandung (B-100131),Bandung,"IDR 20,000,000 - IDR 25,000,000",https://www.jobstreet.co.id/id/job/production-manager-textile-bandung-b-100131-4516650?jobId=jobstreet-id-job-4516650&sectionRank=659&token=0~29cd02b4-34e8-4cc4-b20a-a31d03be727e&fr=SRP%20Job%20Listing
Perusahaan Dirahasiakan,Superintendent Human Capital General Affair Pertambangan,Kendari,"IDR 10,000,000 - IDR 15,000,000",https://www.jobstreet.co.id/id/job/superintendent-human-capital-general-affair-pertambangan-4516446?jobId=jobstreet-id-job-4516446&sectionRank=1500&token=0~39aee3b0-1669-4866-a268-361e61dec0c5&fr=SRP%20Job%20Listing
PT CHINHO INTERNET TECHNOLOGY,HOST LIVE STREAM (ENGLISH SPEAKER),Banten,"IDR 4,000,000 - IDR 5,500,000",https://www.jobstreet.co.id/id/job/host-live-stream-english-speaker-4518075?jobId=jobstreet-id-job-4518075&sectionRank=1678&token=0~b43f8ea0-227b-4f79-8707-1fe18b860b53&fr=SRP%20Job%20Listing
Liman Jaya Anugrah,HSE OFFICER / PENGELOLAAN LINGKUNGAN,Pasuruan,"IDR 4,500,000 - IDR 6,500,000",https://www.jobstreet.co.id/id/job/hse-officer-pengelolaan-lingkungan-4518902?jobId=jobstreet-id-job-4518902&sectionRank=360&token=0~b63339e4-722a-4e5f-a7a1-2963cb6531b9&fr=SRP%20Job%20Listing
PT Shaft Consulting Services,Business Development Manager – Aftersales Manager Marine,Surabaya,"IDR 36,000,000 - IDR 40,000,000",https://www.jobstreet.co.id/id/job/business-development-manager-aftersales-manager-marine-4516832?jobId=jobstreet-id-job-4516832&sectionRank=629&token=0~1a68a61f-fa54-4d01-b774-c14e65eb37dc&fr=SRP%20Job%20Listing
PT Otto Menara Globalindo (McEasy),Sales Executive (Medan),Medan,"McEasy provides Internet-based and GPS-based digital solutions to address the needs of logistics operations and vehicle location tracking. Our company was founded in 2017 and continues to transform to become a leader in providing integrated solutions in the field of logistics transportation and warehousing. As a software company, we will always conduct product research and development regularly so that it can be relied upon for our loyal customers Our company uses advanced technology in our software products, such as object-oriented design and programming languages for fast and stable performance. With VSMS & TMS as an integrated vehicle logistics service with a digital-based subscription system in your company, through an online system that we have built and tested, you can track the vehicle's position in real-time and all operational costs transparently, without the hassle of checking them manually. On July, McEasy secured USD 6.5 million (approximately IDR 97 billion) in a series A round headed by East Ventures, which increased its initial USD 1,5 million investment. Hundreds of companies use our product to assist their operations and logistics, including Alfamidi, FedEx, Club, MGM Bosco, PO Rosalia Indah, Mulia Ceramics, Polda Jatim, Go Trans, and AKAS.",https://www.jobstreet.co.id/id/job/sales-executive-medan-4518305?jobId=jobstreet-id-job-4518305&sectionRank=1737&token=0~63393472-20fd-44ae-8fab-a1c860801c2d&fr=SRP%20Job%20Listing
PT Bahana Cipta Internusa,Supervisor Sipil,Balikpapan,"IDR 7,000,000 - IDR 8,000,000",https://www.jobstreet.co.id/id/job/supervisor-sipil-4518667?jobId=jobstreet-id-job-4518667&sectionRank=630&token=0~1a68a61f-fa54-4d01-b774-c14e65eb37dc&fr=SRP%20Job%20Listing
Universitas Internasional Batam,Network Engineer,Batam,"IDR 4,600,000 - IDR 5,000,000",https://www.jobstreet.co.id/id/job/network-engineer-4518320?jobId=jobstreet-id-job-4518320&sectionRank=600&token=0~dfc31a67-8fac-4af6-bf91-034f9be4e42f&fr=SRP%20Job%20Listing
PT AXA Mandiri Financial Services,FINANCIAL ADVISOR - AREA KENDARI,Kendari,"IDR 2,500,000 - IDR 3,250,000",https://www.jobstreet.co.id/id/job/financial-advisor-area-kendari-4517292?jobId=jobstreet-id-job-4517292&sectionRank=1529&token=0~7269ef9c-7c5e-4f51-9794-97b3eba48d90&fr=SRP%20Job%20Listing
PT Adimas Isolasitama,Human Resources,Jakarta Pusat,"IDR 7,000,000 - IDR 10,000,000",https://www.jobstreet.co.id/id/job/human-resources-4515401?jobId=jobstreet-id-job-4515401&sectionRank=328&token=0~216fad1f-2284-41a8-b169-81337b034e9c&fr=SRP%20Job%20Listing
PT JAYAMAS MOTORINDO,Staf. Administrasi,Jakarta Pusat,"IDR 3,000,000 - IDR 4,000,000",https://www.jobstreet.co.id/id/job/staf.-administrasi-4514723?jobId=jobstreet-id-job-4514723&sectionRank=570&token=0~34ba7601-569b-43b3-a8ca-6dbf5ca09d7e&fr=SRP%20Job%20Listing
