Company,Job_title,Location,Salary,Work Type,Skill,Job_Desc,Links
Sweet Salty,Sweet & Salty Staff,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Wanita, Jujur dan bertanggungjawab, Mampu bekerjasama, Loyalitas tinggi, Mau belajar dan serius bekerja",https://glints.com/id/opportunities/jobs/sweet-and-salty-staff/187b1add-c44f-45bf-8ade-762d0499bf5f?utm_referrer=explore
PT. Samyang Indonesia,DRIVER,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/driver/eb71f2ed-659c-4e9e-9fbe-76b58ef560d1?utm_referrer=explore
"PT. Millennium Pharmacon International, Tbk",Branch Manager,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Finance, Managerial Skills > Team Management, Sales Marketing, Farmasi",,https://glints.com/id/opportunities/jobs/branch-manager/e619b8ba-2d9f-4dd0-8a19-51676f4cd251?utm_referrer=explore
PT Miranda Moda Indonesia,Social Media Specialist,"Pondok Aren, Tangerang Selatan, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Social Media, Creative Writing, Copywriting",,https://glints.com/id/opportunities/jobs/social-media-specialist/a04d683e-e20c-44f6-8c33-25ad62ad3f14?utm_referrer=explore
White House Indonesia,Account Receivable / Payable - Income Audit,"Gubeng, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Accounts Receivable, Cash Flows, Account Payable, auditing, budgeting, estimating, Inventory Control","Manage Account Payable, including document checking, GR processing, posting and aging control., Manage and resolve disputes with Vendors if any., Coordinate with treasury to prepare payment plan., Responsible for Fixed Assets and Depreciation records., Responsible for intercompany reconciliation and A/P related consolidating report., In charge in preparing monthly & annual closing listing and posting (accrual control, cost allocation, WIP/Inventory, FA & Depre, etc.)",https://glints.com/id/opportunities/jobs/account-receivable-payable-income-audit/e78df78b-2484-473d-81f3-cd8ccaba5ab9?utm_referrer=explore
Cv Putra Farma Yogyakrta,Talent (Host Live),"Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta, Indonesia",Rp500rb-Rp1jt,Paruh Waktu,"Memiliki Kemampuan Komunikasi Yang Baik, Host Live Steam, Public Speaking",,https://glints.com/id/opportunities/jobs/talent-host-live/9cc41231-def4-4acd-b562-a1d71f11f7ac?utm_referrer=explore
Pt. Qazwa Mitra Hasanah,Tax Staff,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"This is a temporary on-site role for a Tax Staff in Jakarta. The Tax Staff will be responsible for tax preparation, compliance, and law. The Tax Staff will also be responsible for finance and business-related tasks if needed.",https://glints.com/id/opportunities/jobs/tax-staff/b8620e33-79d1-4d61-a220-b7f76384fb54?utm_referrer=explore
PT Spasial Teknologi Indonesia,Sales,"Antapani, Bandung, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Interpersonal Skills, B2B Marketing, Analytical Skills, Good Communication Skills, Presentation Skills, Sales Marketing",,https://glints.com/id/opportunities/jobs/sales/0d8651dc-8967-4bd2-9eaf-9f88be6b6466?utm_referrer=explore
PT. Mega Harapan Mulia (Kelas.com),Web Developer (Internship),"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia","Rp1jt-Rp1,5jt",Magang,,"Mengembangkan aplikasi berbasis web bersama dengan tim., Pemeliharaan web jika ada masalah/bug., Merancang sistem database saat dibutuhkan., Pengujian dalam mendeteksi bug pada kode yang digunakan.",https://glints.com/id/opportunities/jobs/web-developer-internship/340bd06d-d5d4-493e-917f-6ee5d185e89a?utm_referrer=explore
PT. Mega Harapan Mulia (Kelas.com),Operator Webinar,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Kontrak,,"Bertanggung jawab terhadap keberlangsung operasional webinar, Melakukan screen recording selama webinar berlangsung, Membantu peserta webinar ke breakout room untuk melakukan absensi, Melakukan pengecekan dan melengkapi administrasi data setelah webinar berlangsung, Mengupload file webinar ke GDrive sesuai dengan SOP, Melakukan support kepada Partnership, Mentor, dan Asisten Mentor",https://glints.com/id/opportunities/jobs/operator-webinar/503943d3-10a3-4391-bec2-d37d45a5ec0a?utm_referrer=explore
PT Tuto Ravel Universal,sales marketing,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Rp7jt-Rp12jt,Penuh Waktu,,"Usia 23- 35 tahun, Menguasai bahasa Inggris, Bahasa Mandarin ( nilai tambah), Suka bersosialisasi, Bersedia di training di China selama 6-12 bulan, Kirim CV dan video perkenalan diri 1-2 menit",https://glints.com/id/opportunities/jobs/sales-marketing/e25d7955-e228-4514-85fe-f19166cb50d9?utm_referrer=explore
PT. GOLDEN BEAUTY INDONESIA,Manager Marketing,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Product Manager, Marketing Communications, Marketing, Marketing Management, Social Media Marketing, Digital Marketing, Managerial Skills, Managerial Skills > People Management, Sales Manager, Assistant Manager, Project Manager, Account Manager, Marketing Strategy, Managerial Skills > Team Management, Marketing Campaign, Content Marketing","Bachelor's degree in Marketing, Business Administration, or a related field. Additional certifications or qualifications in sales and marketing would be advantageous., Proven experience as a Marketing Manager / Sales Manager / Product Manager, preferably in the international fashion lifestyle industry, with a successful track record of achieving sales targets and driving marketing initiatives., Strong leadership skills, with the ability to motivate and inspire a team towards achieving ambitious sales and marketing goals., In-depth knowledge of sales and marketing principles, strategies, and techniques, with a focus on the SKINCARE sector., Excellent communication and interpersonal skills, with the ability to build and maintain relationships with clients, partners, and internal stakeholders., Understanding of digital marketing channels, analytics tools, and CRM systems., Analytical mindset with the ability to interpret data, derive understanding of digital marketing channels, analytics tools, and CRM systems., Strong organizational and project management skills, with the ability to prioritize tasks and meet deadlines in a fast-paced environment., Passion for Marketing, Sales and Product, a customer-centric approach, and a keen eye for market trends and opportunities., Availability to travel outside Jakarta as needed., Minimum 5 years experience",https://glints.com/id/opportunities/jobs/manager-marketing/53fb1b32-53f0-4792-878f-531054685490?utm_referrer=explore
PT. Raksasa Bisnis Indonesia (Rbiz),E-commerce Spesialist,"Pinang, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Set standards, systems, and best practices for new product listings, content creation, distribution, and maintenance., Manage company's seller accounts and daily operations on online market platforms., Build & monitoring Online Shopping Channel through marketing spend optimization, promotions and new product introductions., Manage & execute the delivery of net sales, profit & loss targets of the business., Do sales marketing e-commerce analytics",https://glints.com/id/opportunities/jobs/e-commerce-spesialist/1647621a-3052-445c-a046-282389e2b2e5?utm_referrer=explore
PT. Raksasa Bisnis Indonesia (Rbiz),E-commerce Spesialist,"Pinang, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Advertising Campaigns, Online Marketplace, E-commerce","Set standards, systems, and best practices for new product listings, content creation, distribution, and maintenance., Manage company's seller accounts and daily operations on online market platforms., Build & monitoring Online Shopping Channel through marketing spend optimization, promotions and new product introductions., Manage & execute the delivery of net sales, profit & loss targets of the business., Do sales marketing e-commerce analytics",https://glints.com/id/opportunities/jobs/e-commerce-spesialist/1647621a-3052-445c-a046-282389e2b2e5?utm_referrer=explore
I-dac Indonesia,Senior Digital Executive (Media Planner),"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Digital Campaign, Digital Media Planning, Digital Media","Maintain relationships with clients and act as their trusted advisor and the media consultant/expert, Collaborate in good manner with clients, teams, and vendors., Perform media planner function (create media recommendation, create creative digital proposal, develop media plan and create report), Perform administration task effectively.",https://glints.com/id/opportunities/jobs/senior-digital-executive-media-planner/62cc6c42-93e1-48d1-b005-93066a52c611?utm_referrer=explore
United Door Indonesia,Sales,"Neglasari, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Target Oriented, Creative, Innovative, Communication, Sales",,https://glints.com/id/opportunities/jobs/sales/c1f7bea7-9409-4d41-82d2-6b97f0eff8fd?utm_referrer=explore
PT. Artha Kreasi Utama,Kurir Rider dan Driver,"Tangerang, Tangerang, Banten, Indonesia",Rp105rb-Rp110rb,Penuh Waktu,"Memiliki Sim A Dan Sim C, KTP, Diutamakan memiliki kendaraan pr",,https://glints.com/id/opportunities/jobs/kurir-rider-dan-driver/e04e53a2-fe0d-45eb-b6a1-4b5a758ff3fd?utm_referrer=explore
PT. Pandu Biosains,Field Application Scientist,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Presales - Provide presales technical support for sales team and enhance sales performance, Customer Support - Supporting customer across Indonesia in biomolecular technical aspect of Illumina NGS, such as giving trainings, troubleshooting, and technical research/scientific discussion, Principal Responsibilities – Managing projects and business cases from Indonesian customers to our principal, Connect - Proactively engage in scientific discussions with customers to cultivate long term relationships as well as maintaining those positive working relationships with customers, Enhance skills – Implement good laboratory practice to customer & actively engage in principal mandated skills/training",https://glints.com/id/opportunities/jobs/field-application-scientist/d0c50964-2ff6-47ff-8f39-d312c0a0a874?utm_referrer=explore
EF Pekalongan,Sales,"Pekalongan Utara, Pekalongan, Jawa Tengah, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Telesales, Good Communication Skills, Good In Selling Skill",,https://glints.com/id/opportunities/jobs/sales/098fbd8b-a961-428e-9531-0f2d792eb30c?utm_referrer=explore
CV. Patra,Posisi Bidang Kreatif Lainnya,"Pedurungan, Semarang, Jawa Tengah, Indonesia","Rp2,5jt-Rp3jt",Harian,,,https://glints.com/id/opportunities/jobs/posisi-bidang-kreatif-lainnya/e4c08826-a185-4370-a000-aab367d1a258?utm_referrer=explore
Agent & Co (Contact Center Services),Administrasi - Manado,"Singkil, Manado, Sulawesi Utara, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/administrasi-manado/cde87bf4-6fe2-4e27-ad00-b18d596ba158?utm_referrer=explore
Riliv,Project Lead (Hybrid - Jakarta Based),"Senen, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"B2B Marketing, HR Consulting, Management, Project Management, Psychology, B2b Sales",,https://glints.com/id/opportunities/jobs/project-lead-hybrid-jakarta-based/899ae00e-2124-4e5f-8b2f-5efe9d886fb5?utm_referrer=explore
PT Panduwan Aditian Teknologi,Full Stack Developer,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Kami memberikan konsultasi, desain, menginstal, dan memelihara sistem keamanan yang komprehensif yang akan., Mengintegrasikan dan memberikan solusi untuk kebutuhan spesifik menggunakan teknologi terbaru dan efektif., Kami memiliki sistem dan layanan yang paling cocok untuk memberikan kontrol keamanan yang handal., Melindungi setiap individu, aset, properti dan informasi berharga . Sebuah perlindungan keamanan total solusi ekonomis.",https://glints.com/id/opportunities/jobs/full-stack-developer/7ec15f06-f40e-4c7e-abe9-933132d6046a?utm_referrer=explore
Involuntir,Volunteer Manager Surakarta,"Laweyan, Surakarta, Jawa Tengah, Indonesia","Rp1,5jt-Rp4,5jt",Penuh Waktu,"Problem Solving And Time Management, Team Leadership, Project Management, Good Teamwork, Good Communication Skills, Project Leader","Fresh graduate segala jurusan, Diutamakan berdomisili di Surakarta dan bersedia untuk bekerja secara full time, Tertarik dengan bidang sosial dan kemanusiaan, Pernah aktif dalam kepanitiaan, organisasi, atau komunitas, Memiliki pengalaman menghandle event lebih disukai, Memiliki kemampuan komunikasi dan leadership yang baik, Mampu bekerja secara multitasking dan manajemen waktu yang efisien, Mampu bekerja secara individu maupun dalam tim, Cekatan, jujur, dan bertanggung jawab",https://glints.com/id/opportunities/jobs/volunteer-manager-surakarta/54eae85f-0a31-424d-a6e1-94f1bc7499b6?utm_referrer=explore
Rakamin Academy,Mentor Software Engineer - Low Code Outsystem,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Paruh Waktu,"Mentoring, Product Development, Software Engineering",,https://glints.com/id/opportunities/jobs/mentor-software-engineer-low-code-outsystem/026eba2b-ed19-4e54-a45b-8ca13e9a3cee?utm_referrer=explore
PT Karya Multi Prima,Drafter Engineer,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia","Rp5jt-Rp5,5jt",Penuh Waktu,"SketchUp, AutoCAD, Membaca Gambar Kerja","PT Karya Multi Prima tidak pernah memungut biaya apapun dalam proses rekrutmen., PT Karya Multi Prima tidak pernah bekerja sama dengan travel agent / biro perjalanan tertentu dalam proses  rekrutmen., Apabila Anda diminta untuk membayar sejumlah uang dalam bentuk pembayaran tiket pesawat dan hotel atau  akomodasi lainnya agar diabaikan., Jangan memberikan data pribadi atau data keuangan Anda kepada siapapun., Jika membutuhkan klarifikasi lebih lanjut dapat langsung menghubungi PT Karya Multi Prima dinomor 021- 5803280",https://glints.com/id/opportunities/jobs/drafter-engineer/910d687d-d943-4490-8f67-15f9ee12495f?utm_referrer=explore
Zglow Clinic,SUPERVISOR KLINIK KECANTIKAN,"Serang, Serang, Banten, Indonesia",Rp5jt-Rp7jt,Penuh Waktu,"Beauty Advisor, Beauty Consultant, Health And Beauty, Sales Marketing","Zglow Clinic Kemang, Zglow Clinic Bekasi, Zglow Clinic Cipinang, Zglow Clinic Duren Sawit, Zglow Clinic Ciputat, Zglow Clinic Depok, Zglow Clinic Bogor, Zglow Clinic Serang, Zglow Clinic Lampung, Zglow Clinic Yogyakarta, Zglow Clinic Bandung, Zglow Clinic Balikpapan, Zglow Clinic Samarinda",https://glints.com/id/opportunities/jobs/supervisor-klinik-kecantikan/93db4ac7-2df4-4538-ada0-d78a046101b3?utm_referrer=explore
Pt Pendidikan Ganesha Operation,JOIN SEGERA PENGAJAR EKONOMI GANESHA OPERARTION JAWA BARAT,"Pancoran Mas, Depok, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Kontrak,,"Wanita / Pria, Pendidikan Min. S1, Mahasiswa Semester akhir dipersilahkan melamar, Mampu berkomunikasi dengan baik, Ramah dan Energik, Memiliki Passion atau pengalaman Mengajar, Penempatan Ganesha Operation Cabang Depok - Pasar Minggu",https://glints.com/id/opportunities/jobs/join-segera-pengajar-ekonomi-ganesha-operartion-jawa-barat/f3cad94d-0d1e-49fb-942a-00aef9da99f1?utm_referrer=explore
PT Miranda Moda Indonesia,Fashion Buyer,"Pondok Aren, Tangerang Selatan, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Trend Analysis, Fabric Development, Buyer",,https://glints.com/id/opportunities/jobs/fashion-buyer/6532fdf3-0063-4426-915a-ea5f86162b2c?utm_referrer=explore
PT Distributor Gadget Indonesia,Admin Ecommerce / Admin Marketplace,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Mengelola akun toko di E-Commerce (upload, update stock & harga, marketplace ads, dll), Membuat strategi agar toko di marketplace / E-Commerce (tokopedia, bukalapak, shopee, dsb) bisa mencapai target penjualan, Mengoptimalisasi iklan di e-commerce khususnya top ads, ... Menjalankan jobdesc lain sesuai dengan ruang lingkup posisi tersebut",https://glints.com/id/opportunities/jobs/admin-ecommerce-admin-marketplace/e33fffba-e842-40dd-b662-1b6e8a964b72?utm_referrer=explore
