id,Job_title,Company,Category,Location,Work Type,Working_type,Salary,Experience,Skills,Study_requirement,Descriptions,Link,Link_img
jt10,MANAGEMENT TRAINEE - BATCH VII,PT Deli Group Indonesia,Manajemen – Toko (Ritel & Produk Konsumen),"Jakarta Utara, Jakarta Raya",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"What we offer :, Exciting and challenging work experience through task that can enhance your competenceOpportunities to keep growing with #Temansuksesku in a global companyCompetitive remuneration & benefit packageCareer development to prepare potential leadersA dynamic and collaborative working environment, Exciting and challenging work experience through task that can enhance your competence, Opportunities to keep growing with #Temansuksesku in a global company, Competitive remuneration & benefit package, Career development to prepare potential leaders, A dynamic and collaborative working environment, What we ask :, Bachelors Degree with any majors with GPA minimum 3.00 (Scale 4.00)Fresh graduated are welcomes or less 1 year working experienceMaximum 23 years oldInterest to work in fieldGood in Microsoft officeFluent in English (both oral and written)Have a leading organizational experiencesHave analytical skills for data tracking and analyzing resultsCandidates must also demonstrate strong communication skills and a commitment to excellenceHave own laptopWilling to be located throughout of IndonesiaCan join anytime, Bachelors Degree with any majors with GPA minimum 3.00 (Scale 4.00), Fresh graduated are welcomes or less 1 year working experience, Maximum 23 years old, Interest to work in field, Good in Microsoft office, Fluent in English (both oral and written), Have a leading organizational experiences, Have analytical skills for data tracking and analyzing results, Candidates must also demonstrate strong communication skills and a commitment to excellence, Have own laptop, Willing to be located throughout of Indonesia, Can join anytime, ",https://www.jobstreet.co.id/id/job/71934058?type=standout&ref=search-standalone,;
jt11,Management Trainee - Area Jabodetabek,PT Asuransi Multi Artha Guna Tbk,Manajemen (Penjualan),Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Qualification, Qualification, Fresh Graduated from any majorsMinimum GPA 3.00Active in organization or campus activitiesAble to speak EnglishHave big interest in learning all insurance functionHave good analytical and communication skillsHave good leadership skillsWilling to learn and explore new opportunitiesAgile and resilientWilling to be placed in all Branch Offices in IndonesiaWilling to undergo official bond after completing the Management Trainee Program, Fresh Graduated from any majors, Minimum GPA 3.00, Active in organization or campus activities, Able to speak English, Have big interest in learning all insurance function, Have good analytical and communication skills, Have good leadership skills, Willing to learn and explore new opportunities, Agile and resilient, Willing to be placed in all Branch Offices in Indonesia, Willing to be placed in all Branch Offices in Indonesia, Willing to undergo official bond after completing the Management Trainee Program, Willing to undergo official bond after completing the Management Trainee Program, , ",https://www.jobstreet.co.id/id/job/71883066?type=standout&ref=search-standalone,;
jt12,"SALES MARKETING BUSA, KASUR & SPRING BED (JAWA TIMUR & SURABAYA)",PT. Gadingmas Wirajaya,Asisten Ritel (Ritel & Produk Konsumen),"Surabaya, Jawa Timur",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"PT. Gadingmas Wirajaya Cabang Sidoarjo membuka lowongan Sales area Jawa Timur dengan deskripsi pekerjaan sebagai berikut:, PT. Gadingmas Wirajaya Cabang Sidoarjo membuka lowongan Sales area Jawa Timur dengan deskripsi pekerjaan sebagai berikut:, , Meningkatkan omset dan jumlah langganan sesuai aturan perusahaanMemastikan konsumen terlayani dengan pelayanan terbaikMembantu para sales bila menghadapi masalah (termasuk penagihan)Membuat laporan keliling, Meningkatkan omset dan jumlah langganan sesuai aturan perusahaan, Memastikan konsumen terlayani dengan pelayanan terbaik, Membantu para sales bila menghadapi masalah (termasuk penagihan), Membuat laporan keliling, Kualifikasi, Kualifikasi, Usia Minimal 27 tahun maksimal 35 tahunMempunyai Surat Referensi Kerja/ PaklaringPendidikan minimal SMU sederajatMinimal memiliki pengalaman kerja Supervisor / Sales selama 2 tahun di bidang yang samaMemiliki SKCKJujur, ulet, disiplin, dan bertanggung jawabWajib memiliki SIM A & SIM CSiap keliling wilayah Jawa TimurDomisili Area Surabaya, SidoarjoBenefits Gaji, Tunjangan, Komisi, Kendaraan Dinas, Usia Minimal 27 tahun maksimal 35 tahun, Mempunyai Surat Referensi Kerja/ Paklaring, Pendidikan minimal SMU sederajat, Minimal memiliki pengalaman kerja Supervisor / Sales selama 2 tahun di bidang yang sama, Memiliki SKCK, Jujur, ulet, disiplin, dan bertanggung jawab, Wajib memiliki SIM A & SIM C, Siap keliling wilayah Jawa Timur, Domisili Area Surabaya, Sidoarjo, Domisili Area Surabaya, Sidoarjo, Benefits Gaji, Tunjangan, Komisi, Kendaraan Dinas, Benefits Gaji, Tunjangan, Komisi, Kendaraan Dinas, HARAP MENJADI PERHATIAN, HARAP MENJADI PERHATIAN, Seluruh proses rekrutmen PT. Gadingmas Wirajaya adalah GRATISPihak PT. Gadingmas Wirajaya tidak pernah meminta uang ataupun bekerja sama dengan travel manapun.Selama proses rekrutmen PT. Gadingmas Wirajaya tidak pernah bekerja sama dengan siapapunProses pemanggilan kandidat dilakukan pada hari dan jam kerja (senin - sabtu), Seluruh proses rekrutmen PT. Gadingmas Wirajaya adalah GRATIS, Seluruh proses rekrutmen PT. Gadingmas Wirajaya adalah GRATIS, Pihak PT. Gadingmas Wirajaya tidak pernah meminta uang ataupun bekerja sama dengan travel manapun., Pihak PT. Gadingmas Wirajaya tidak pernah meminta uang ataupun bekerja sama dengan travel manapun., Selama proses rekrutmen PT. Gadingmas Wirajaya tidak pernah bekerja sama dengan siapapun, Selama proses rekrutmen PT. Gadingmas Wirajaya tidak pernah bekerja sama dengan siapapun, Proses pemanggilan kandidat dilakukan pada hari dan jam kerja (senin - sabtu), Proses pemanggilan kandidat dilakukan pada hari dan jam kerja (senin - sabtu), , ",https://www.jobstreet.co.id/id/job/71934005?type=standout&ref=search-standalone,;
jt13,HRD,PT Mekar Prana Indah,Konsultasi & HR Umum (Sumber Daya Manusia & Perekrutan),"Jakarta Selatan, Jakarta Raya",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Kualifikasi, Kualifikasi, Pendidikan Minimal S1 Psikologi/Manajemen SDMPengalaman min 10 tahun sebagai HRD (Recruitment & Development)Usia maksimal 35 tahunDiutamakan mempunyai sertifikat WLA atau Job analisMemahami kebijakan dan prosedur umum SDM serta pengetahuan yang baik tentang Undang-Undang KetenagakerjaanMemiliki kemampuan dan keahlian menggunakan MS. Office dan VisioMemiliki keterampilan komunikasi yang sangat baikDapat menggunakan aplikasi HRIS, Pendidikan Minimal S1 Psikologi/Manajemen SDM, Pengalaman min 10 tahun sebagai HRD (Recruitment & Development), Usia maksimal 35 tahun, Diutamakan mempunyai sertifikat WLA atau Job analis, Memahami kebijakan dan prosedur umum SDM serta pengetahuan yang baik tentang Undang-Undang Ketenagakerjaan, Memiliki kemampuan dan keahlian menggunakan MS. Office dan Visio, Memiliki keterampilan komunikasi yang sangat baik, Dapat menggunakan aplikasi HRIS, , Jobdesc, Jobdesc, Bekerjasama dengan atasan untuk menangani permsalahaan lingkup SDMMengevaluasi dan melaksanakan proses rekrutmen end to end, payroll/penggajian dan administrasi kepersonaliaan (Compensation & Benefit) baik secara sistem maupun manual serta assessment, BPJS (Kesehatan dan Ketenagakerjaan)Memverifikasi proses distribusi semua dokumen terkait SDMMemverifikasi pelaksanaan pengaturan driver, penggunaan kendaraan operasional, maintenance & asuransi kendaraanMempersiapkan kegiatan acara internal PerusahaanMelaksanakan pembuatan, mengembangkan dan implementasi prosedur, peraturan, kebijakan dan SOP PerusahaaaMelaksanakan proses pengadaan kebutuhan internal Bagian SDMBerkoordinasi terkait proses dan permasalahan SDM secara internal, Bekerjasama dengan atasan untuk menangani permsalahaan lingkup SDM, Mengevaluasi dan melaksanakan proses rekrutmen end to end, payroll/penggajian dan administrasi kepersonaliaan (Compensation & Benefit) baik secara sistem maupun manual serta assessment, BPJS (Kesehatan dan Ketenagakerjaan), Memverifikasi proses distribusi semua dokumen terkait SDM, Memverifikasi pelaksanaan pengaturan driver, penggunaan kendaraan operasional, maintenance & asuransi kendaraan, Mempersiapkan kegiatan acara internal Perusahaan, Melaksanakan pembuatan, mengembangkan dan implementasi prosedur, peraturan, kebijakan dan SOP Perusahaaa, Melaksanakan proses pengadaan kebutuhan internal Bagian SDM, Berkoordinasi terkait proses dan permasalahan SDM secara internal, ",https://www.jobstreet.co.id/id/job/71876688?type=standout&ref=search-standalone,;
jt14,Digital Marketing Manager,PT Maxx Coffee Prima,Pemasaran Digital & Pencarian (Pemasaran & Komunikasi),"Karawaci, Banten",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Responsibilities:, Develop strategies to drive customers through marketing funnelsAble to analyze and improve the UX, design, traffic, and content of the different digital channelsCreate paid campaigns on social media platformsMaintain consistent brand messaging throughout all platforms, Develop strategies to drive customers through marketing funnels, Able to analyze and improve the UX, design, traffic, and content of the different digital channels, Create paid campaigns on social media platforms, Maintain consistent brand messaging throughout all platforms, Qualifications:, Bachelor's degree in Marketing or relevant fieldExperienced as a brand manager on social mediaProven working experience in digital marketingExperienced in developing a digital marketing plan and social media strategyProven ability to build a social media communityHands-on experience in content management, social media and website metrics and best practicesHighly creative with experience in identifying target audiences and devising digital campaigns that engage, inform and motivateSolid knowledge of advanced metrics to measure the success of a marketing campaignKnowledge of online marketing channelsStrong analytical skills and data-driven thinkingUnderstanding of graphic design principlesExcellent copywriting skillsExcellent communication skillsUp-to-date with the latest trends and best practices in online marketing and measurementWilling to be placed in Tangerang., Bachelor's degree in Marketing or relevant field, Experienced as a brand manager on social media, Proven working experience in digital marketing, Experienced in developing a digital marketing plan and social media strategy, Proven ability to build a social media community, Hands-on experience in content management, social media and website metrics and best practices, Highly creative with experience in identifying target audiences and devising digital campaigns that engage, inform and motivate, Solid knowledge of advanced metrics to measure the success of a marketing campaign, Knowledge of online marketing channels, Strong analytical skills and data-driven thinking, Understanding of graphic design principles, Excellent copywriting skills, Excellent communication skills, Up-to-date with the latest trends and best practices in online marketing and measurement, Willing to be placed in Tangerang., ",https://www.jobstreet.co.id/id/job/71925822?type=standout&ref=search-standalone,;
jt15,PERFORMANCE MARKETER,SVO JAKARTA,Manajemen Brand (Pemasaran & Komunikasi),"Jakarta Selatan, Jakarta Raya",Penuh waktu,Tidak ditampilkan,"Rp 8,000,000 – Rp 12,000,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Job Title: Performance Marketer, Job Title: Performance Marketer, As a Performance Marketer, you will play a key role in developing and executing data-driven marketing strategies to optimize campaign performance and drive business growth. You will be responsible for analyzing and interpreting marketing data, implementing A/B testing, and collaborating with cross-functional teams to achieve key performance indicators (KPIs). The ideal candidate is a results-oriented individual with a strong analytical mindset and a passion for driving measurable impact through marketing efforts., RESPONSIBILITIES :, RESPONSIBILITIES :, Plan all marketing campaigns,  Ideation, script and ads copywriting.Execute Facebook Ads, Instagram Ads, google ads to achieve ROAS set by companyCreate and optimize landing pages and creatives for maximum conversion rates.Optimise sales funnel, ads campaign to improve ROAS time to timeManage marketing budgets effectively, allocating resources to high-performing channels and campaigns.Work closely with cross-functional teams, including content creators and editor to ensure seamless campaign execution.Conduct market research to identify new growth strategies., Plan all marketing campaigns,  Ideation, script and ads copywriting., Execute Facebook Ads, Instagram Ads, google ads to achieve ROAS set by company, Create and optimize landing pages and creatives for maximum conversion rates., Optimise sales funnel, ads campaign to improve ROAS time to time, Manage marketing budgets effectively, allocating resources to high-performing channels and campaigns., Work closely with cross-functional teams, including content creators and editor to ensure seamless campaign execution., Conduct market research to identify new growth strategies., REQUIREMENT :, REQUIREMENT :, Diploma / Degree in ANY SUBJECT or equivalent.In depth knowledge of funnel marketingAt least 3 years experience in Facebook Ads/ Tiktok ads/ Instagram AdsProficiency in analytics tools such as Google Analytics and marketing automation platforms.Passionate about digital marketingExcellent communication and collaboration skillsProactive self-starter and fast learner, Diploma / Degree in ANY SUBJECT or equivalent., In depth knowledge of funnel marketing, At least 3 years experience in Facebook Ads/ Tiktok ads/ Instagram Ads, Proficiency in analytics tools such as Google Analytics and marketing automation platforms., Passionate about digital marketing, Excellent communication and collaboration skills, Proactive self-starter and fast learner, , ",https://www.jobstreet.co.id/id/job/71835582?type=standout&ref=search-standalone,;
jt16,Admin Export,PT Vaksindo Satwa Nusantara,Asisten Administratif (Administrasi & Dukungan Perkantoran),"Bogor, Jawa Barat",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Lingkup tanggung jawab :, -Pengurusan dokumen export ke pihak eksternal, Koordinasi dokumen internal dan material supply export., -berkoordinasi dengan pihak external mengenai dokumen export, , Kualifikasi :, -Pendidikan D3 Administrasi, jurusan perdagangan internasional lebih diutamakan, -Memiliki kemampuan dalam mengoperasikan Ms. Word, Excel dan Power Point, -Memiliki kemampuan bahasa inggris, -Memiliki kemampuan dan pengalaman terkait export, logistik, forwarder Min. 1 Tahun, ",https://www.jobstreet.co.id/id/job/71905762?type=standout&ref=search-standalone,;
jt17,Procurement Associate,CV ISTANA MAKMUR JAYA,Lainnya (Administrasi & Dukungan Perkantoran),"Bekasi, Jawa Barat",Penuh waktu,Tidak ditampilkan,Rp 4.500.000 – Rp 5.500.000 per month,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Requirements :, Bachelor of business, supply chain management or any other related field (knowledge of related markets i.e marketing & general office expenditures)Preferably has been working in procurement for at least 1 yearExcellent interpersonal and communication skillsExcellent project management skillsProficient in verbal and written Bahasa & EnglishWilling to be placed in Jatiwaringin, Bekasi City, Bachelor of business, supply chain management or any other related field (knowledge of related markets i.e marketing & general office expenditures), Preferably has been working in procurement for at least 1 year, Excellent interpersonal and communication skills, Excellent project management skills, Proficient in verbal and written Bahasa & English, Willing to be placed in Jatiwaringin, Bekasi City, Job Description :, Support Sourcing Procurement Lead through value creation of cost reduction and cost avoidance initiatives projectExecute Procurement Initiative Pipeline pertaining to managed Spend Category, align with the procurement procedureLead all vendor selection processes to support business targetMaintain relationships with country vendors, to support Kacamatamoo's positioning in the marketPrepare procurement documentation for each sourcing activityBecome the ambassador of Procurement value creation and build relationships with Businesses to ensure Early Procurement Involvement, Support Sourcing Procurement Lead through value creation of cost reduction and cost avoidance initiatives project, Execute Procurement Initiative Pipeline pertaining to managed Spend Category, align with the procurement procedure, Lead all vendor selection processes to support business target, Maintain relationships with country vendors, to support Kacamatamoo's positioning in the market, Prepare procurement documentation for each sourcing activity, Become the ambassador of Procurement value creation and build relationships with Businesses to ensure Early Procurement Involvement, ",https://www.jobstreet.co.id/id/job/71877545?type=standout&ref=search-standalone,;
jt18,Junior Legal Associate,PT. River Hope Consulting Indonesia,Staf Hukum & Paralegal (Hukum),"Jakarta Selatan, Jakarta Raya",Penuh waktu,Tidak ditampilkan,"Rp 6,000,000 – Rp 7,000,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Job Highlights:, Job Highlights:, Monthly Net Salary range: IDR 6,000,000-IDR 7,000,000/month excluding pph 21 and BPJS;Annual leave after working for more than one consecutive year;THR;Annual bonus subject to annual work review and performance;Commercial insurance covering health after passing probation., Monthly Net Salary range: IDR 6,000,000-IDR 7,000,000/month excluding pph 21 and BPJS;, Annual leave after working for more than one consecutive year;, THR;, Annual bonus subject to annual work review and performance;, Commercial insurance covering health after passing probation., , Qualifications:, Qualifications:, With at least 1-year experience in local law firms;With advocate qualification (or at least PKPA certification);With excellent language skills inEnglishor Mandarin;Expertise and experience in construction laws, online APPs, mining law practice, foreign investment (PMA), general corporate matters, permit application and/or legal due diligence are highly preferred;, With at least 1-year experience in local law firms;, With advocate qualification (or at least PKPA certification);, With excellent language skills inEnglishor Mandarin;, English, Expertise and experience in construction laws, online APPs, mining law practice, foreign investment (PMA), general corporate matters, permit application and/or legal due diligence are highly preferred;, , Job Description:, Job Description:, Provide legal advice regarding relevant practice, including but not limited to: construction and infrastructure, online gaming, online video, wholesale, manufacturing, mining, hotel management and real estate property;Review and draft of contracts, agreements, and any other legal documents;Conduct legal due diligence for M&A projects or other projects;Responsible to identify legal issues and provide legal opinion and reports;Keeping up-to-date with changes in regulatory legislation, compliances, guidelines and provide regular reports on business opportunities and documents legislation affecting company business and/or policies;Develop, maintain and strengthen liaison and work relationship with clients' legal team, and government, BI, OJK and/or related institutions to facilitate efficient communication (optional）, Provide legal advice regarding relevant practice, including but not limited to: construction and infrastructure, online gaming, online video, wholesale, manufacturing, mining, hotel management and real estate property;, Review and draft of contracts, agreements, and any other legal documents;, Conduct legal due diligence for M&A projects or other projects;, Responsible to identify legal issues and provide legal opinion and reports;, Keeping up-to-date with changes in regulatory legislation, compliances, guidelines and provide regular reports on business opportunities and documents legislation affecting company business and/or policies;, Develop, maintain and strengthen liaison and work relationship with clients' legal team, and government, BI, OJK and/or related institutions to facilitate efficient communication (optional）, ",https://www.jobstreet.co.id/id/job/71868527?type=standout&ref=search-standalone,;
jt19,ADMIN,KSP Serambi Dana,Entri Data & Pengolahan Kata (Administrasi & Dukungan Perkantoran),Jawa Barat,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,", Qualifications & experience, Qualifications & experience, , Pendidikan minimal D3 segala jurusan (fresh graduate dipersilahkan untuk mendaftar)Pendidikan SMA / SMK yang sudah berpengalaman minimal 2 tahun sebagai ADMINMemiliki pengalaman di bidang Admin kredit pensiun & perbankan atau jasa keuangan akan lebih diutamakanMampu mengoperasikan komputer (MS. Office)Memiliki inisiatif, teliti dan itegritas yang tinggiMemiliki kemampuan komunikasi yang baikJujur dan bertanggung jawabPenempatan : DKI Jakarta, Banten, Jawa Barat, Jawa Tengah, Jawa Timur, Sumatra Barat, Sumatra Utara, Jambi, Lahat, Bungo, Teluk kuantan, Lampung, Pekanbaru, NTT, Flores, Pendidikan minimal D3 segala jurusan (fresh graduate dipersilahkan untuk mendaftar), Pendidikan SMA / SMK yang sudah berpengalaman minimal 2 tahun sebagai ADMIN, Memiliki pengalaman di bidang Admin kredit pensiun & perbankan atau jasa keuangan akan lebih diutamakan, Mampu mengoperasikan komputer (MS. Office), Memiliki inisiatif, teliti dan itegritas yang tinggi, Memiliki kemampuan komunikasi yang baik, Jujur dan bertanggung jawab, Penempatan : DKI Jakarta, Banten, Jawa Barat, Jawa Tengah, Jawa Timur, Sumatra Barat, Sumatra Utara, Jambi, Lahat, Bungo, Teluk kuantan, Lampung, Pekanbaru, NTT, Flores, , , , Tasks & responsibilities, Tasks & responsibilities, , Memastikan berkas yang disampaikan marketing sudah lengkapMemastikan proses pemberkasan sudah lengkapBerperan sebagai customer service untuk nasabah dan calon nasabahMemfollow up ke marketing mengenai kekurangan berkasBerkordinasi dengan kantor pusat perihal dokumen nasabah, Memastikan berkas yang disampaikan marketing sudah lengkap, Memastikan proses pemberkasan sudah lengkap, Berperan sebagai customer service untuk nasabah dan calon nasabah, Memfollow up ke marketing mengenai kekurangan berkas, Berkordinasi dengan kantor pusat perihal dokumen nasabah, , , ",https://www.jobstreet.co.id/id/job/71907942?type=standout&ref=search-standalone,;
jt20,Finance Admin,PT Bank DBS Indonesia,Asisten Administratif (Administrasi & Dukungan Perkantoran),"Jakarta Selatan, Jakarta Raya",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Responsibilities:, To administer and set the agenda and schedule for CFOTo support meetings and appointments with Management &/ Group authorities on behalf of FinanceTo set Finance regular meetings and catch-up e.g. weekly team heads meeting, MC Deck review, etc.To lead the administration and works of Finance intern, temp staffs, and OB.To support the administration of Tax Audit evidences (hard-copy, scans).To administer and timely update of Finance detailed scorecards, SCM, and including PoPTo support the coordination for Finance programs such as BMG, Townhall.To lead a good administration of Finance tools, readiness of stationery, and space resources.To be the champion for Finance area safety and cleanliness, and periodic access review. It includes supports and coordination with Finance fire warden, and BCP., To administer and set the agenda and schedule for CFO, To support meetings and appointments with Management &/ Group authorities on behalf of Finance, To set Finance regular meetings and catch-up e.g. weekly team heads meeting, MC Deck review, etc., To lead the administration and works of Finance intern, temp staffs, and OB., To support the administration of Tax Audit evidences (hard-copy, scans)., To administer and timely update of Finance detailed scorecards, SCM, and including PoP, To support the coordination for Finance programs such as BMG, Townhall., To lead a good administration of Finance tools, readiness of stationery, and space resources., To be the champion for Finance area safety and cleanliness, and periodic access review. It includes supports and coordination with Finance fire warden, and BCP., Requirements:, Bachelor's degree in Finance, Accounting, or a related field.Proven experience in finance or accounting roles.Strong knowledge of financial principles and practices.Proficiency in financial software and MS Excel.Excellent attention to detail and organizational skills.Effective communication and interpersonal abilities.Ability to work independently and collaboratively in a team, Bachelor's degree in Finance, Accounting, or a related field., Proven experience in finance or accounting roles., Strong knowledge of financial principles and practices., Proficiency in financial software and MS Excel., Excellent attention to detail and organizational skills., Effective communication and interpersonal abilities., Ability to work independently and collaboratively in a team, ",https://www.jobstreet.co.id/id/job/71913527?type=standout&ref=search-standalone,;
jt21,Mechanical Engineer Expert,Pengiklan Privat,Teknik Mesin (Teknik),Banten,Kontrak,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Job Responsibilities:, Job Responsibilities:, , To manage activities of maintenance in order to ensure that all equipments and facilities for process of production in plant is running as its standard manual and operated in optimal cost, safe condition, and free from environment pollution;Prepare and propose Maintenance budget, control expense against budget on monthly, quarterly and six month basis;To control sufficient spareparts inventory level, in order to ensure the stocks availability with respect to the equipment criticality level, population, and lead time;Coordinate  and  control  the  vendor,  supplier,  sub  contractor  selection,  to  ensure back up reability and quality;Plan,  coordinate, direct  and  control  safety  activities, to  ensure  safety  procedure conformance, to achieve zero accident;Plan, coordinate, direct and control ISO Quality System Requirement to ensure the implementation is effective for improvement quality of plant maintenance., To manage activities of maintenance in order to ensure that all equipments and facilities for process of production in plant is running as its standard manual and operated in optimal cost, safe condition, and free from environment pollution;, Prepare and propose Maintenance budget, control expense against budget on monthly, quarterly and six month basis;, To control sufficient spareparts inventory level, in order to ensure the stocks availability with respect to the equipment criticality level, population, and lead time;, Coordinate  and  control  the  vendor,  supplier,  sub  contractor  selection,  to  ensure back up reability and quality;, Plan,  coordinate, direct  and  control  safety  activities, to  ensure  safety  procedure conformance, to achieve zero accident;, Plan, coordinate, direct and control ISO Quality System Requirement to ensure the implementation is effective for improvement quality of plant maintenance., , Requirements:, Requirements:, , Candidate must possess at leastBachelor’s Degree of Mechanical Engineering;Experience is more than 10  years in Maintenance Work;Has a basic knowledge of OH&S principle, understanding plant hazard and its countermeasure, able to lead accident investigation, has a capability to react properly when accident happened;Has a basic knowledge of environment parameters, understanding impact of hazardous waste release and its countermeasure, able to lead environment pollution investigation;Able to write and speak English well, good communication and management skills, diligent and have initiative;Placement: Cilegon (Plant);, Candidate must possess at leastBachelor’s Degree of Mechanical Engineering;, Bachelor’s Degree of Mechanical Engineering;, Experience is more than 10  years in Maintenance Work;, Experience is more than 10  years in Maintenance Work, Has a basic knowledge of OH&S principle, understanding plant hazard and its countermeasure, able to lead accident investigation, has a capability to react properly when accident happened;, Has a basic knowledge of environment parameters, understanding impact of hazardous waste release and its countermeasure, able to lead environment pollution investigation;, Able to write and speak English well, good communication and management skills, diligent and have initiative;, Placement: Cilegon (Plant);, , Contract based,have an opportunity to become permanent employees based on performance., have an opportunity to become permanent employees based on performance., , Only qualified candidates will be contacted., Only qualified candidates will be contacted., ",https://www.jobstreet.co.id/id/job/71914612?type=standout&ref=search-standalone,;
